ID Registro,ID fuente,LAT,LON,Celda,"Departamento, partido o comuna",Provincia,Espontánea,Recurso 1,Recurso 2,Fuente de variación,Sitioy/o condición,Composición florística,Composición florística simplificada (solo vegetación cultivada),Riqueza especies,PPNA (kg/ha.año),DesvEst interanual (n),DesvEst interanual (kg/ha),DesvEst espacial (kg/ha),Período evaluado (años),Inicio,Final,Cantidad de años evaluados,Edad (años),Fertilización,Tratamiento,Fertilización (N) (kg/ha.año),Fertilización  (P) (kg/ha.año),Fertilización  (S) (kg/ha.año),Fertilización  (K) (kg/ha.año),Pastoreo,Clausura,Riego,Cantidad riego (mm),Precipitación (mm),Precipitación durante el año de medición (mm/estación de crecimiento),Precipitación promedio mencionada en la fuente (mm),Precip. anual promedio según SMN interpolado (mm/año),Precipitación media anual tomada de geoportal IDESA,Taxonomía de suelo,Metodología/Comentarios,REGION,DOMINIO,UNIDAD FITOGEOGRÁFICA,Código de Unidad de Vegetación,Nombre fisionómico de Unidad de Vegetación,Nombre vulgar de Unidad de Vegetación,Excluidos del análisis
987,10110,-29.725,-65.425,16785,Departamento La Paz,CATAMARCA,Sí,Estepa,Pastizal,Sitio (promedio),"Chaco Árido, barriales","(valor promedio ponderado para tres ambientes: “monte”, “pampa salina” y “costa de salina”)",-,-,330,,,,SD,SD,SD,1,SD,SD,Control,0,0,0,0,No,SD,SD,-,,,360,503.026489,323,,"Cortes de brotes nuevos de arbustos forrajeros, y biomasa de gramíneas perennes y anuales en abril (pico de biomasa).",Neotropical,Chaqueno,Provincia Fitogeografica Chaquena,9,Bosque de xerofitas con Aspidosperma quebracho-blanco en transicion a estepa,Chaco Arido,
4351,10508,-27.65,-58.766667,29049,Departamento Capital,CORRIENTES,No,Pastura,Pastura,Fertilización y altura de corte,EEA Corrientes,Acroceras macrum,Acroceras macrum,Monofítica,6892.9,,,,2017-2018,2017,2018,1,2,Sí,Fertilizado,69,0,0,0,No,No,No,-,1283,,,,1340,Argiudol acuico,Tres cortes en total. Altura remanente: 25% de la altura inicial de la canopia,Neotropical,Chaqueno,Provincia Fitogeografica Chaquena,15,"Mosaico de Bosque de xerofitas, de mesofitas, Sabana y Selva de albardon",Chaco Humedo con Bosques y Canadas,
4352,10508,-27.65,-58.766667,29049,Departamento Capital,CORRIENTES,No,Pastura,Pastura,Fertilización y altura de corte,EEA Corrientes,Acroceras macrum,Acroceras macrum,Monofítica,4457.1,,,,2017-2018,2017,2018,1,2,Sí,Fertilizado,69,0,0,0,No,No,No,-,1283,,,,1340,Argiudol acuico,Tres cortes en total. Altura remanente: 50% de la altura inicial de la canopia,Neotropical,Chaqueno,Provincia Fitogeografica Chaquena,15,"Mosaico de Bosque de xerofitas, de mesofitas, Sabana y Selva de albardon",Chaco Humedo con Bosques y Canadas,
4353,10508,-27.65,-58.766667,29049,Departamento Capital,CORRIENTES,No,Pastura,Pastura,Fertilización y altura de corte,EEA Corrientes,Acroceras macrum,Acroceras macrum,Monofítica,10930.1,,,,2017-2018,2017,2018,1,2,Sí,Fertilizado,69,55,0,0,No,No,No,-,1283,,,,1340,Argiudol acuico,Tres cortes en total. Altura remanente: 25% de la altura inicial de la canopia,Neotropical,Chaqueno,Provincia Fitogeografica Chaquena,15,"Mosaico de Bosque de xerofitas, de mesofitas, Sabana y Selva de albardon",Chaco Humedo con Bosques y Canadas,
4354,10508,-27.65,-58.766667,29049,Departamento Capital,CORRIENTES,No,Pastura,Pastura,Fertilización y altura de corte,EEA Corrientes,Acroceras macrum,Acroceras macrum,Monofítica,6738.4,,,,2017-2018,2017,2018,1,2,Sí,Fertilizado,69,55,0,0,No,No,No,-,1283,,,,1340,Argiudol acuico,Tres cortes en total. Altura remanente: 50% de la altura inicial de la canopia,Neotropical,Chaqueno,Provincia Fitogeografica Chaquena,15,"Mosaico de Bosque de xerofitas, de mesofitas, Sabana y Selva de albardon",Chaco Humedo con Bosques y Canadas,
4355,10508,-27.65,-58.766667,29049,Departamento Capital,CORRIENTES,No,Pastura,Pastura,Fertilización y altura de corte,EEA Corrientes,Acroceras macrum,Acroceras macrum,Monofítica,12459.1,,,,2017-2018,2017,2018,1,2,Sí,Fertilizado,138,55,0,0,No,No,No,-,1283,,,,1340,Argiudol acuico,Tres cortes en total. Altura remanente: 25% de la altura inicial de la canopia,Neotropical,Chaqueno,Provincia Fitogeografica Chaquena,15,"Mosaico de Bosque de xerofitas, de mesofitas, Sabana y Selva de albardon",Chaco Humedo con Bosques y Canadas,
4356,10508,-27.65,-58.766667,29049,Departamento Capital,CORRIENTES,No,Pastura,Pastura,Fertilización y altura de corte,EEA Corrientes,Acroceras macrum,Acroceras macrum,Monofítica,8714.8,,,,2017-2018,2017,2018,1,2,Sí,Fertilizado,138,55,0,0,No,No,No,-,1283,,,,1340,Argiudol acuico,Tres cortes en total. Altura remanente: 50% de la altura inicial de la canopia,Neotropical,Chaqueno,Provincia Fitogeografica Chaquena,15,"Mosaico de Bosque de xerofitas, de mesofitas, Sabana y Selva de albardon",Chaco Humedo con Bosques y Canadas,
4357,10508,-27.65,-58.766667,29049,Departamento Capital,CORRIENTES,No,Pastura,Pastura,Fertilización y altura de corte,EEA Corrientes,Acroceras macrum,Acroceras macrum,Monofítica,7195.3,,,,2017-2018,2017,2018,1,2,Sí,Fertilizado,0,55,0,0,No,No,No,-,1283,,,,1340,Argiudol acuico,Tres cortes en total. Altura remanente: 25% de la altura inicial de la canopia,Neotropical,Chaqueno,Provincia Fitogeografica Chaquena,15,"Mosaico de Bosque de xerofitas, de mesofitas, Sabana y Selva de albardon",Chaco Humedo con Bosques y Canadas,
4358,10508,-27.65,-58.766667,29049,Departamento Capital,CORRIENTES,No,Pastura,Pastura,Fertilización y altura de corte,EEA Corrientes,Acroceras macrum,Acroceras macrum,Monofítica,5168.8,,,,2017-2018,2017,2018,1,2,Sí,Fertilizado,0,55,0,0,No,No,No,-,1283,,,,1340,Argiudol acuico,Tres cortes en total. Altura remanente: 50% de la altura inicial de la canopia,Neotropical,Chaqueno,Provincia Fitogeografica Chaquena,15,"Mosaico de Bosque de xerofitas, de mesofitas, Sabana y Selva de albardon",Chaco Humedo con Bosques y Canadas,
4359,10508,-27.65,-58.766667,29049,Departamento Capital,CORRIENTES,No,Pastura,Pastura,Fertilización y altura de corte,EEA Corrientes,Acroceras macrum,Acroceras macrum,Monofítica,3904.6,,,,2017-2018,2017,2018,1,2,No,Control,0,0,0,0,No,No,No,-,1283,,,,1340,Argiudol acuico,Tres cortes en total. Altura remanente: 25% de la altura inicial de la canopia,Neotropical,Chaqueno,Provincia Fitogeografica Chaquena,15,"Mosaico de Bosque de xerofitas, de mesofitas, Sabana y Selva de albardon",Chaco Humedo con Bosques y Canadas,
4360,10508,-27.65,-58.766667,29049,Departamento Capital,CORRIENTES,No,Pastura,Pastura,Fertilización y altura de corte,EEA Corrientes,Acroceras macrum,Acroceras macrum,Monofítica,2446.4,,,,2017-2018,2017,2018,1,2,No,Control,0,0,0,0,No,No,No,-,1283,,,,1340,Argiudol acuico,Tres cortes en total. Altura remanente: 50% de la altura inicial de la canopia,Neotropical,Chaqueno,Provincia Fitogeografica Chaquena,15,"Mosaico de Bosque de xerofitas, de mesofitas, Sabana y Selva de albardon",Chaco Humedo con Bosques y Canadas,
4361,10508,-27.65,-58.766667,29049,Departamento Capital,CORRIENTES,No,Pastura,Pastura,Fertilización y altura de corte,EEA Corrientes,Acroceras macrum,Acroceras macrum,Monofítica,4261.7,,,,2018-2019,2018,2019,1,3,Sí,Fertilizado,69,0,0,0,No,No,No,-,1463,,,,1340,Argiudol acuico,Cuatro cortes en total. Altura remanente: 25% de la altura inicial de la canopia,Neotropical,Chaqueno,Provincia Fitogeografica Chaquena,15,"Mosaico de Bosque de xerofitas, de mesofitas, Sabana y Selva de albardon",Chaco Humedo con Bosques y Canadas,
4362,10508,-27.65,-58.766667,29049,Departamento Capital,CORRIENTES,No,Pastura,Pastura,Fertilización y altura de corte,EEA Corrientes,Acroceras macrum,Acroceras macrum,Monofítica,3885.1,,,,2018-2019,2018,2019,1,3,Sí,Fertilizado,69,0,0,0,No,No,No,-,1463,,,,1340,Argiudol acuico,Cuatro cortes en total. Altura remanente: 50% de la altura inicial de la canopia,Neotropical,Chaqueno,Provincia Fitogeografica Chaquena,15,"Mosaico de Bosque de xerofitas, de mesofitas, Sabana y Selva de albardon",Chaco Humedo con Bosques y Canadas,
4363,10508,-27.65,-58.766667,29049,Departamento Capital,CORRIENTES,No,Pastura,Pastura,Fertilización y altura de corte,EEA Corrientes,Acroceras macrum,Acroceras macrum,Monofítica,6080.2,,,,2018-2019,2018,2019,1,3,Sí,Fertilizado,69,55,0,0,No,No,No,-,1463,,,,1340,Argiudol acuico,Cuatro cortes en total. Altura remanente: 25% de la altura inicial de la canopia,Neotropical,Chaqueno,Provincia Fitogeografica Chaquena,15,"Mosaico de Bosque de xerofitas, de mesofitas, Sabana y Selva de albardon",Chaco Humedo con Bosques y Canadas,
4364,10508,-27.65,-58.766667,29049,Departamento Capital,CORRIENTES,No,Pastura,Pastura,Fertilización y altura de corte,EEA Corrientes,Acroceras macrum,Acroceras macrum,Monofítica,4558.9,,,,2018-2019,2018,2019,1,3,Sí,Fertilizado,69,55,0,0,No,No,No,-,1463,,,,1340,Argiudol acuico,Cuatro cortes en total. Altura remanente: 50% de la altura inicial de la canopia,Neotropical,Chaqueno,Provincia Fitogeografica Chaquena,15,"Mosaico de Bosque de xerofitas, de mesofitas, Sabana y Selva de albardon",Chaco Humedo con Bosques y Canadas,
4365,10508,-27.65,-58.766667,29049,Departamento Capital,CORRIENTES,No,Pastura,Pastura,Fertilización y altura de corte,EEA Corrientes,Acroceras macrum,Acroceras macrum,Monofítica,12583.1,,,,2018-2019,2018,2019,1,3,Sí,Fertilizado,161,55,0,0,No,No,No,-,1463,,,,1340,Argiudol acuico,Cuatro cortes en total. Altura remanente: 25% de la altura inicial de la canopia,Neotropical,Chaqueno,Provincia Fitogeografica Chaquena,15,"Mosaico de Bosque de xerofitas, de mesofitas, Sabana y Selva de albardon",Chaco Humedo con Bosques y Canadas,
4366,10508,-27.65,-58.766667,29049,Departamento Capital,CORRIENTES,No,Pastura,Pastura,Fertilización y altura de corte,EEA Corrientes,Acroceras macrum,Acroceras macrum,Monofítica,10665.2,,,,2018-2019,2018,2019,1,3,Sí,Fertilizado,161,55,0,0,No,No,No,-,1463,,,,1340,Argiudol acuico,Cuatro cortes en total. Altura remanente: 50% de la altura inicial de la canopia,Neotropical,Chaqueno,Provincia Fitogeografica Chaquena,15,"Mosaico de Bosque de xerofitas, de mesofitas, Sabana y Selva de albardon",Chaco Humedo con Bosques y Canadas,
4367,10508,-27.65,-58.766667,29049,Departamento Capital,CORRIENTES,No,Pastura,Pastura,Fertilización y altura de corte,EEA Corrientes,Acroceras macrum,Acroceras macrum,Monofítica,4616.8,,,,2018-2019,2018,2019,1,3,Sí,Fertilizado,0,55,0,0,No,No,No,-,1463,,,,1340,Argiudol acuico,Cuatro cortes en total. Altura remanente: 25% de la altura inicial de la canopia,Neotropical,Chaqueno,Provincia Fitogeografica Chaquena,15,"Mosaico de Bosque de xerofitas, de mesofitas, Sabana y Selva de albardon",Chaco Humedo con Bosques y Canadas,
4368,10508,-27.65,-58.766667,29049,Departamento Capital,CORRIENTES,No,Pastura,Pastura,Fertilización y altura de corte,EEA Corrientes,Acroceras macrum,Acroceras macrum,Monofítica,3687.2,,,,2018-2019,2018,2019,1,3,Sí,Fertilizado,0,55,0,0,No,No,No,-,1463,,,,1340,Argiudol acuico,Cuatro cortes en total. Altura remanente: 50% de la altura inicial de la canopia,Neotropical,Chaqueno,Provincia Fitogeografica Chaquena,15,"Mosaico de Bosque de xerofitas, de mesofitas, Sabana y Selva de albardon",Chaco Humedo con Bosques y Canadas,
4369,10508,-27.65,-58.766667,29049,Departamento Capital,CORRIENTES,No,Pastura,Pastura,Fertilización y altura de corte,EEA Corrientes,Acroceras macrum,Acroceras macrum,Monofítica,3061.1,,,,2018-2019,2018,2019,1,3,No,Control,0,0,0,0,No,No,No,-,1463,,,,1340,Argiudol acuico,Cuatro cortes en total. Altura remanente: 25% de la altura inicial de la canopia,Neotropical,Chaqueno,Provincia Fitogeografica Chaquena,15,"Mosaico de Bosque de xerofitas, de mesofitas, Sabana y Selva de albardon",Chaco Humedo con Bosques y Canadas,
4370,10508,-27.65,-58.766667,29049,Departamento Capital,CORRIENTES,No,Pastura,Pastura,Fertilización y altura de corte,EEA Corrientes,Acroceras macrum,Acroceras macrum,Monofítica,2867.1,,,,2018-2019,2018,2019,1,3,No,Control,0,0,0,0,No,No,No,-,1463,,,,1340,Argiudol acuico,Cuatro cortes en total. Altura remanente: 50% de la altura inicial de la canopia,Neotropical,Chaqueno,Provincia Fitogeografica Chaquena,15,"Mosaico de Bosque de xerofitas, de mesofitas, Sabana y Selva de albardon",Chaco Humedo con Bosques y Canadas,
2950,10294,-27.673844,-58.753775,29049,Departamento Empedrado,CORRIENTES,No,Pastura,Pastura,Fertilización,,Acroceras macrum Stapf,Acroceras macrum,Monofítica,6054,,,,2016-2017,2016,2017,1,2,No,Control,0,0,0,0,No,No,No,-,1223,,,,1341,Argiudol ácuico,,Neotropical,Chaqueno,Provincia Fitogeografica Chaquena,15,"Mosaico de Bosque de xerofitas, de mesofitas, Sabana y Selva de albardon",Chaco Humedo con Bosques y Canadas,
2951,10294,-27.673844,-58.753775,29049,Departamento Empedrado,CORRIENTES,No,Pastura,Pastura,Fertilización,,Acroceras macrum Stapf,Acroceras macrum,Monofítica,8371,,,,2016-2017,2016,2017,1,2,Sí,Fertilizado,21.6,55.2,0,0,No,No,No,-,1223,,,,1341,Argiudol ácuico,,Neotropical,Chaqueno,Provincia Fitogeografica Chaquena,15,"Mosaico de Bosque de xerofitas, de mesofitas, Sabana y Selva de albardon",Chaco Humedo con Bosques y Canadas,
2952,10294,-27.673844,-58.753775,29049,Departamento Empedrado,CORRIENTES,No,Pastura,Pastura,Fertilización,,Acroceras macrum Stapf,Acroceras macrum,Monofítica,11446,,,,2016-2017,2016,2017,1,2,Sí,Fertilizado,67.6,55.2,0,0,No,No,No,-,1223,,,,1341,Argiudol ácuico,,Neotropical,Chaqueno,Provincia Fitogeografica Chaquena,15,"Mosaico de Bosque de xerofitas, de mesofitas, Sabana y Selva de albardon",Chaco Humedo con Bosques y Canadas,
1956,10213,-27.5,-59.166667,28304,Departamento San Fernando,CHACO,No,Pastura,Pastura,Especies,,Aeschynomene americana,Aeschynomene americana,Monofítica,8000,,,,1984-1986,1984,1986,2,SD,Sí,Fertilizado,0,60,0,45,No,Sí,No,-,,,1400,,1310,Psamacualf típico,fuente desconocida,Neotropical,Chaqueno,Provincia Fitogeografica Chaquena,15,"Mosaico de Bosque de xerofitas, de mesofitas, Sabana y Selva de albardon",Chaco Humedo con Bosques y Canadas,
4053,10469,-27.462742,-58.985555,28304,Departamento San Fernando,CHACO,No,Verdeo Invierno,Verdeo Invierno,Estado fenológico al momento de corte,,Aeschynomene americana,Aeschynomene americana,-,2240.2,,,,SD,SD,SD,SD,1,No,Control,0,0,0,0,No,No,No,-,,,,,1321,,Corte en inicio de floración,Neotropical,Amazonico,Provincia Fitogeografica Paranaense,4,Bosque ribereno subtropical,Valle del Parana,
4054,10469,-27.462742,-58.985555,28304,Departamento San Fernando,CHACO,No,Verdeo Invierno,Verdeo Invierno,Estado fenológico al momento de corte,,Aeschynomene americana,Aeschynomene americana,-,5491.2,,,,SD,SD,SD,SD,1,No,Control,0,0,0,0,No,No,No,-,,,,,1321,,Corte en estado de floración/fructificación,Neotropical,Amazonico,Provincia Fitogeografica Paranaense,4,Bosque ribereno subtropical,Valle del Parana,
4055,10469,-27.462742,-58.985555,28304,Departamento San Fernando,CHACO,No,Verdeo Invierno,Verdeo Invierno,Estado fenológico al momento de corte,,Aeschynomene americana,Aeschynomene americana,-,4309,,,,SD,SD,SD,SD,1,No,Control,0,0,0,0,No,No,No,-,,,,,1321,,Corte en estado de frutos maduros. Hojas senescentes,Neotropical,Amazonico,Provincia Fitogeografica Paranaense,4,Bosque ribereno subtropical,Valle del Parana,
4468,10522,-27.462742,-58.985555,28304,Departamento San Fernando,CHACO,No,Verdeo Verano,Verdeo Verano,Estado fenológico al momento de corte,"Instituto Agrotécnico
(FCA-UNNE)",Aeschynomene americana,Aeschynomene americana,-,4320,,,,SD,SD,SD,SD,1,No,Control,0,0,0,0,false,No,No,-,,,,,1321,,Corte en estado de floración/fructificación,Neotropical,Amazonico,Provincia Fitogeografica Paranaense,4,Bosque ribereno subtropical,Valle del Parana,
4469,10522,-27.462742,-58.985555,28304,Departamento San Fernando,CHACO,No,Verdeo Verano,Verdeo Verano,Estado fenológico al momento de corte,"Instituto Agrotécnico
(FCA-UNNE)",Aeschynomene americana,Aeschynomene americana,-,3013,,,,SD,SD,SD,SD,1,No,Control,0,0,0,0,false,No,No,-,,,,,1321,,Corte en estado de frutos maduros,Neotropical,Amazonico,Provincia Fitogeografica Paranaense,4,Bosque ribereno subtropical,Valle del Parana,
1137,10142,-37.0375,-61.546749,23521,Partido de General La Madrid,BUENOS AIRES,No,Pastura,Pastura,"Tipo de recurso, año",Sudoeste_Lamadrid_El Porvenir_31 BAJO_6_,Agropiro spp.,Agropiro spp.,Monofítica,3800,,766,,2000-2003,2000,2003,3,SD,SD,Control,0,0,0,0,No,SD,No,-,,,,866.753174,900,,Bajo. Sin rolado,Neotropical,Chaqueno,Provincia Fitogeografica Pampeana,34,Pseudoestepa de mesofitas con matorral serrano,Pampa Austral,
1295,10177,-37.340736,-61.509289,23523,Partido de General La Madrid,BUENOS AIRES,No,Pastura,Pastura,"Sitio, especie",Sudoeste Lamadrid   La Carola 20 bajo,Agropiro spp.,Agropiro spp.,Monofítica,3618,,,,2000-2001,2000,2001,1,SD,SD,Control,0,0,0,0,No,SD,No,-,,,,843.608765,889,,Bajo salino. Sin rolado,Neotropical,Chaqueno,Provincia Fitogeografica Pampeana,33,Praderas de higrofitas y halofitas,Pampa Deprimida,
1297,10177,-36.998647,-61.5752,23521,Partido de General La Madrid,BUENOS AIRES,No,Pastura,Pastura,"Sitio, especie",Sudoeste Lamadrid Juan Angel Arduini  El Porvenir 31 bajo,Agropiro spp.,Agropiro spp.,Monofítica,3648,,,,2000-2001,2000,2001,1,SD,SD,Control,0,0,0,0,No,Sí,No,-,,,,866.753174,903,,Bajo salino. Sin rolado,Neotropical,Chaqueno,Provincia Fitogeografica Pampeana,34,Pseudoestepa de mesofitas con matorral serrano,Pampa Austral,
1320,10177,-37.022917,-61.566246,23521,Partido de General La Madrid,BUENOS AIRES,No,Pastura,Pastura,"Sitio, especie",Sudoeste Lamadrid Los Silos 25 bajo,Agropiro spp.,Agropiro spp.,Monofítica,2551,,,,2001-2002,2001,2002,1,SD,SD,Control,0,0,0,0,No,SD,SD,-,,,,,902,,bajo,Neotropical,Chaqueno,Provincia Fitogeografica Pampeana,34,Pseudoestepa de mesofitas con matorral serrano,Pampa Austral,
2933,10291,-36.538736,-63.989194,19426,Departamento Capital,LA PAMPA,No,Pastura,Pastura,Especie/densidad,,Agropyron cristatum,Agropyron cristatum,Monofítica,4291,,,,2016-2017,2016,2017,1,2,No,Control,0,0,0,0,No,No,No,-,1027,,759.5,,729,Franco arenoso,densidad de siembra baja (120 semillas viables/m2),Neotropical,Chaqueno,Provincia Fitogeografica del Espinal,22,Bosque de esclerofitas con Prosopis caldenia,Caldenal,
2934,10291,-36.538736,-63.989194,19426,Departamento Capital,LA PAMPA,No,Pastura,Pastura,Especie/densidad,,Agropyron cristatum,Agropyron cristatum,Monofítica,4041,,,,2016-2017,2016,2017,1,2,No,Control,0,0,0,0,No,No,No,-,1027,,759.5,,729,Franco arenoso,densidad de siembra media (250 semillas viables/m2),Neotropical,Chaqueno,Provincia Fitogeografica del Espinal,22,Bosque de esclerofitas con Prosopis caldenia,Caldenal,
2935,10291,-36.538736,-63.989194,19426,Departamento Capital,LA PAMPA,No,Pastura,Pastura,Especie/densidad,,Agropyron cristatum,Agropyron cristatum,Monofítica,3922,,,,2016-2017,2016,2017,1,2,No,Control,0,0,0,0,No,No,No,-,1027,,759.5,,729,Franco arenoso,densidad de siembra alta (400 semillas viables/m2),Neotropical,Chaqueno,Provincia Fitogeografica del Espinal,22,Bosque de esclerofitas con Prosopis caldenia,Caldenal,
4150,10478,-51.949389,-70.411806,11701,Departamento Güer Aike,SANTA CRUZ,No,Pastura,Pastura,-,,Agropyron intermedium + Agropyron trichophorum,"Agropyron intermedium, Agropyron trichophorum",Polifítica,1818,,,,2015-2016,2015,2016,1,SD,No,Control,0,0,0,0,No,No,SD,-,,,,,280,,Cinco cortes en total,Neotropical,Andino Patagonico,Provincia Fitogeografica Patagonica,46,Estepa graminosa seca de Festuca gracillima,Distrito Subandino-Estepa magallanica seca,
2282,10229,-36.766667,-64.266667,19056,Departamento Toay,LA PAMPA,No,Pastura,Pastura,Especies,,Agropyron scabrifolium,Agropyron scabrifolium,Monofítica,2547,,,,1982-1983,1982,1983,1,SD,No,Control,0,0,0,0,No,SD,No,-,,,,,697,,fuente desconocida,Neotropical,Chaqueno,Provincia Fitogeografica del Espinal,22,Bosque de esclerofitas con Prosopis caldenia,Caldenal,
2297,10231,-36.620278,-64.290556,19055,Departamento Capital,LA PAMPA,No,Pastura,Pastura,Especies,,Agropyron scabrifolium,Agropyron scabrifolium,Monofítica,2547,,,,SD,SD,SD,SD,SD,No,Control,0,0,0,0,No,SD,No,-,,,,,702,,fuente desconocida,Neotropical,Chaqueno,Provincia Fitogeografica del Espinal,22,Bosque de esclerofitas con Prosopis caldenia,Caldenal,
5001,10577,-36.26,-58.27,29097,Partido de Pila,BUENOS AIRES,Sí,Estepa,Pastizal,"Fertilización, defoliación, sombreo",Control,"Ambrosia tenuifolia, Eclipta bellidioides, Mentha pullegium",-,-,2360,,,,1997-1998,1997,1998,1,SD,No,Control,0,0,0,0,SD,SD,SD,-,,,900,,989,,,Neotropical,Chaqueno,Provincia Fitogeografica Pampeana,33,Praderas de higrofitas y halofitas,Pampa Deprimida,
5002,10577,-36.26,-58.27,29097,Partido de Pila,BUENOS AIRES,Sí,Estepa,Pastizal,"Fertilización, defoliación, sombreo",Fertilización ,"Ambrosia tenuifolia, Eclipta bellidioides, Mentha pullegium",-,-,5830,,,,1997-1998,1997,1998,1,SD,Sí,Control,0,0,0,0,SD,SD,SD,-,,,900,,989,,,Neotropical,Chaqueno,Provincia Fitogeografica Pampeana,33,Praderas de higrofitas y halofitas,Pampa Deprimida,
5003,10577,-36.26,-58.27,29097,Partido de Pila,BUENOS AIRES,Sí,Estepa,Pastizal,"Fertilización, defoliación, sombreo",Defoliaciones,"Ambrosia tenuifolia, Eclipta bellidioides, Mentha pullegium",-,-,4200,,,,1997-1998,1997,1998,1,SD,SD,Control,0,0,0,0,SD,SD,SD,-,,,900,,989,,,Neotropical,Chaqueno,Provincia Fitogeografica Pampeana,33,Praderas de higrofitas y halofitas,Pampa Deprimida,
5004,10577,-36.26,-58.27,29097,Partido de Pila,BUENOS AIRES,Sí,Estepa,Pastizal,"Fertilización, defoliación, sombreo",Sombreo,"Ambrosia tenuifolia, Eclipta bellidioides, Mentha pullegium",-,-,2730,,,,1997-1998,1997,1998,1,SD,SD,Control,0,0,0,0,SD,SD,SD,-,,,900,,989,,,Neotropical,Chaqueno,Provincia Fitogeografica Pampeana,33,Praderas de higrofitas y halofitas,Pampa Deprimida,
5005,10577,-36.26,-58.27,29097,Partido de Pila,BUENOS AIRES,Sí,Estepa,Pastizal,"Fertilización, defoliación, sombreo",Fertilización,"Ambrosia tenuifolia, Eclipta bellidioides, Mentha pullegium",-,-,2050,,,,1997-1998,1997,1998,1,SD,Sí,Control,0,0,0,0,SD,SD,SD,-,,,900,,989,,,Neotropical,Chaqueno,Provincia Fitogeografica Pampeana,33,Praderas de higrofitas y halofitas,Pampa Deprimida,
683,10072,-29,-63,21244,Departamento Salavina,SANTIAGO DEL ESTERO,No,Pastura,Pastura,"Especie, año",,Antephora pubescent,Anthephora pubescens,Monofítica,2653,,,,2002-2003,2002,2003,1,1,No,Control,0,0,0,0,No,SD,No,-,,,652,,662,Ustortent típico,Primer ciclo productivo - Dos cortes,Neotropical,Chaqueno,Provincia Fitogeografica Chaquena,13,"Bosque de xerofitas con Schinopsis balansae y Schinopsis lorentzii, y Pastizal",Chaco Subhumedo,No es adecuado sembrarla en reemplazo de los pastizales del chaco serrano (fuente)
689,10072,-29,-63,21244,Departamento Salavina,SANTIAGO DEL ESTERO,No,Pastura,Pastura,"Especie, año",,Antephora pubescent,Anthephora pubescens,Monofítica,3621,,,,2003-2004,2003,2004,1,2,No,Control,0,0,0,0,No,SD,No,-,,,652,,662,Ustortent típico,Segundo ciclo productivo - Dos cortes,Neotropical,Chaqueno,Provincia Fitogeografica Chaquena,13,"Bosque de xerofitas con Schinopsis balansae y Schinopsis lorentzii, y Pastizal",Chaco Subhumedo,No es adecuado sembrarla en reemplazo de los pastizales del chaco serrano (fuente)
695,10072,-29,-63,21244,Departamento Salavina,SANTIAGO DEL ESTERO,No,Pastura,Pastura,"Especie, año",,Antephora pubescent,Anthephora pubescens,Monofítica,1157,,,,2004-2005,2004,2005,1,3,No,Control,0,0,0,0,No,SD,No,-,,,652,,662,Ustortent típico,Tercer ciclo productivo - Dos cortes,Neotropical,Chaqueno,Provincia Fitogeografica Chaquena,13,"Bosque de xerofitas con Schinopsis balansae y Schinopsis lorentzii, y Pastizal",Chaco Subhumedo,No es adecuado sembrarla en reemplazo de los pastizales del chaco serrano (fuente)
701,10072,-29,-63,21244,Departamento Salavina,SANTIAGO DEL ESTERO,No,Pastura,Pastura,"Especie, año",,Antephora pubescent,Anthephora pubescens,Monofítica,751,,,,2005-2006,2005,2006,1,4,No,Control,0,0,0,0,No,SD,No,-,,,652,,662,Ustortent típico,Cuarto ciclo productivo - Un corte por escasa precipitación,Neotropical,Chaqueno,Provincia Fitogeografica Chaquena,13,"Bosque de xerofitas con Schinopsis balansae y Schinopsis lorentzii, y Pastizal",Chaco Subhumedo,No es adecuado sembrarla en reemplazo de los pastizales del chaco serrano (fuente)
707,10072,-29,-63,21244,Departamento Salavina,SANTIAGO DEL ESTERO,No,Pastura,Pastura,"Especie, año",,Antephora pubescent,Anthephora pubescens,Monofítica,96,,,,2006-2007,2006,2007,1,5,No,Control,0,0,0,0,No,SD,No,-,,,652,,662,Ustortent típico,Quinto ciclo productivo - Un corte por escasa precipitación,Neotropical,Chaqueno,Provincia Fitogeografica Chaquena,13,"Bosque de xerofitas con Schinopsis balansae y Schinopsis lorentzii, y Pastizal",Chaco Subhumedo,No es adecuado sembrarla en reemplazo de los pastizales del chaco serrano (fuente)
98,10011,-31.82,-63.766667,19772,Departamento Río Segundo,CORDOBA,No,Pastura,Pastura,Especies,,Anthephora pubescens,Anthephora pubescens,Monofítica,4782,,,,SD,SD,SD,SD,SD,No,Control,0,0,0,0,No,SD,No,-,,,,,817,,,Neotropical,Chaqueno,Provincia Fitogeografica del Espinal,21,Bosque de esclerofitas con Prosopis nigra y Prosopis alba,Algarrobal,
498,10057,-38.186111,-62.169722,22411,Partido de Tornquist,BUENOS AIRES,No,Pastura,Pastura,"Fertilización, especie, año",,Anthephora pubescens,Anthephora pubescens,Monofítica,3705,,,,2001-2002,2001,2002,1,3,No,Control,0,0,0,0,No,SD,No,-,,,,,788,Ustipsament petrocálcico,,Neotropical,Chaqueno,Provincia Fitogeografica Pampeana,34,Pseudoestepa de mesofitas con matorral serrano,Pampa Austral,
