ID Registro,ID fuente,LAT,LON,Celda,"Departamento, partido o comuna",Provincia,Espontánea,Recurso 1,Recurso 2,Fuente de variación,Sitioy/o condición,Composición florística,Composición florística simplificada (solo vegetación cultivada),Riqueza especies,PPNA (kg/ha.año),DesvEst interanual (n),DesvEst interanual (kg/ha),DesvEst espacial (kg/ha),Período evaluado (años),Inicio,Final,Cantidad de años evaluados,Edad (años),Fertilización,Tratamiento,Fertilización (N) (kg/ha.año),Fertilización  (P) (kg/ha.año),Fertilización  (S) (kg/ha.año),Fertilización  (K) (kg/ha.año),Pastoreo,Clausura,Riego,Cantidad riego (mm),Precipitación (mm),Precipitación durante el año de medición (mm/estación de crecimiento),Precipitación promedio mencionada en la fuente (mm),Precip. anual promedio según SMN interpolado (mm/año),Precipitación media anual tomada de geoportal IDESA,Taxonomía de suelo,Metodología/Comentarios,REGION,DOMINIO,UNIDAD FITOGEOGRÁFICA,Código de Unidad de Vegetación,Nombre fisionómico de Unidad de Vegetación,Nombre vulgar de Unidad de Vegetación,Excluidos del análisis
2391,10239,-33.677222,-65.367222,17179,Departamento General Pedernera,SAN LUIS,No,Pastura,Pastura,Cultivares,,Medicago sativa,Medicago sativa,Monofítica,19300,,,,1995-1996,1995,1996,1,SD,No,Control,0,0,0,0,No,SD,No,-,573.67 DE: 91.52,,,,663,,fuente desconocida,Neotropical,Chaqueno,Provincia Fitogeografica del Espinal,22,Bosque de esclerofitas con Prosopis caldenia,Caldenal,
2392,10239,-33.677222,-65.367222,17179,Departamento General Pedernera,SAN LUIS,No,Pastura,Pastura,Cultivares,,Medicago sativa,Medicago sativa,Monofítica,17300,,,,1995-1996,1995,1996,1,SD,No,Control,0,0,0,0,No,SD,No,-,573.67 DE: 91.52,,,,663,,fuente desconocida,Neotropical,Chaqueno,Provincia Fitogeografica del Espinal,22,Bosque de esclerofitas con Prosopis caldenia,Caldenal,
2393,10239,-33.677222,-65.367222,17179,Departamento General Pedernera,SAN LUIS,No,Pastura,Pastura,Cultivares,,Medicago sativa,Medicago sativa,Monofítica,18800,,,,1995-1996,1995,1996,1,SD,No,Control,0,0,0,0,No,SD,No,-,573.67 DE: 91.52,,,,663,,fuente desconocida,Neotropical,Chaqueno,Provincia Fitogeografica del Espinal,22,Bosque de esclerofitas con Prosopis caldenia,Caldenal,
2394,10239,-33.677222,-65.367222,17179,Departamento General Pedernera,SAN LUIS,No,Pastura,Pastura,Cultivares,,Medicago sativa,Medicago sativa,Monofítica,20000,,,,1995-1996,1995,1996,1,SD,No,Control,0,0,0,0,No,SD,No,-,573.67 DE: 91.52,,,,663,,fuente desconocida,Neotropical,Chaqueno,Provincia Fitogeografica del Espinal,22,Bosque de esclerofitas con Prosopis caldenia,Caldenal,
2395,10239,-33.677222,-65.367222,17179,Departamento General Pedernera,SAN LUIS,No,Pastura,Pastura,Cultivares,,Medicago sativa,Medicago sativa,Monofítica,18600,,,,1995-1996,1995,1996,1,SD,No,Control,0,0,0,0,No,SD,No,-,573.67 DE: 91.52,,,,663,,fuente desconocida,Neotropical,Chaqueno,Provincia Fitogeografica del Espinal,22,Bosque de esclerofitas con Prosopis caldenia,Caldenal,
2396,10239,-33.677222,-65.367222,17179,Departamento General Pedernera,SAN LUIS,No,Pastura,Pastura,Cultivares,,Medicago sativa,Medicago sativa,Monofítica,18500,,,,1995-1996,1995,1996,1,SD,No,Control,0,0,0,0,No,SD,No,-,573.67 DE: 91.52,,,,663,,fuente desconocida,Neotropical,Chaqueno,Provincia Fitogeografica del Espinal,22,Bosque de esclerofitas con Prosopis caldenia,Caldenal,
2397,10239,-33.677222,-65.367222,17179,Departamento General Pedernera,SAN LUIS,No,Pastura,Pastura,Cultivares,,Medicago sativa,Medicago sativa,Monofítica,17600,,,,1995-1996,1995,1996,1,SD,No,Control,0,0,0,0,No,SD,No,-,573.67 DE: 91.52,,,,663,,fuente desconocida,Neotropical,Chaqueno,Provincia Fitogeografica del Espinal,22,Bosque de esclerofitas con Prosopis caldenia,Caldenal,
2398,10239,-33.677222,-65.367222,17179,Departamento General Pedernera,SAN LUIS,No,Pastura,Pastura,Cultivares,,Medicago sativa,Medicago sativa,Monofítica,18400,,,,1995-1996,1995,1996,1,SD,No,Control,0,0,0,0,No,SD,No,-,573.67 DE: 91.52,,,,663,,fuente desconocida,Neotropical,Chaqueno,Provincia Fitogeografica del Espinal,22,Bosque de esclerofitas con Prosopis caldenia,Caldenal,
2399,10239,-33.677222,-65.367222,17179,Departamento General Pedernera,SAN LUIS,No,Pastura,Pastura,Cultivares,,Medicago sativa,Medicago sativa,Monofítica,17000,,,,1995-1996,1995,1996,1,SD,No,Control,0,0,0,0,No,SD,No,-,573.67 DE: 91.52,,,,663,,fuente desconocida,Neotropical,Chaqueno,Provincia Fitogeografica del Espinal,22,Bosque de esclerofitas con Prosopis caldenia,Caldenal,
2400,10239,-33.677222,-65.367222,17179,Departamento General Pedernera,SAN LUIS,No,Pastura,Pastura,Cultivares,,Medicago sativa,Medicago sativa,Monofítica,18100,,,,1995-1996,1995,1996,1,SD,No,Control,0,0,0,0,No,SD,No,-,573.67 DE: 91.52,,,,663,,fuente desconocida,Neotropical,Chaqueno,Provincia Fitogeografica del Espinal,22,Bosque de esclerofitas con Prosopis caldenia,Caldenal,
2401,10239,-33.677222,-65.367222,17179,Departamento General Pedernera,SAN LUIS,No,Pastura,Pastura,Cultivares,,Medicago sativa,Medicago sativa,Monofítica,16500,,,,1995-1996,1995,1996,1,SD,No,Control,0,0,0,0,No,SD,No,-,573.67 DE: 91.52,,,,663,,fuente desconocida,Neotropical,Chaqueno,Provincia Fitogeografica del Espinal,22,Bosque de esclerofitas con Prosopis caldenia,Caldenal,
2402,10239,-33.677222,-65.367222,17179,Departamento General Pedernera,SAN LUIS,No,Pastura,Pastura,Cultivares,,Medicago sativa,Medicago sativa,Monofítica,18000,,,,1995-1996,1995,1996,1,SD,No,Control,0,0,0,0,No,SD,No,-,573.67 DE: 91.52,,,,663,,fuente desconocida,Neotropical,Chaqueno,Provincia Fitogeografica del Espinal,22,Bosque de esclerofitas con Prosopis caldenia,Caldenal,
2403,10239,-33.677222,-65.367222,17179,Departamento General Pedernera,SAN LUIS,No,Pastura,Pastura,Cultivares,,Medicago sativa,Medicago sativa,Monofítica,17000,,,,1995-1996,1995,1996,1,SD,No,Control,0,0,0,0,No,SD,No,-,573.67 DE: 91.52,,,,663,,fuente desconocida,Neotropical,Chaqueno,Provincia Fitogeografica del Espinal,22,Bosque de esclerofitas con Prosopis caldenia,Caldenal,
2404,10239,-33.677222,-65.367222,17179,Departamento General Pedernera,SAN LUIS,No,Pastura,Pastura,Cultivares,,Medicago sativa,Medicago sativa,Monofítica,16400,,,,1995-1996,1995,1996,1,SD,No,Control,0,0,0,0,No,SD,No,-,573.67 DE: 91.52,,,,663,,fuente desconocida,Neotropical,Chaqueno,Provincia Fitogeografica del Espinal,22,Bosque de esclerofitas con Prosopis caldenia,Caldenal,
2405,10239,-33.677222,-65.367222,17179,Departamento General Pedernera,SAN LUIS,No,Pastura,Pastura,Cultivares,,Medicago sativa,Medicago sativa,Monofítica,16900,,,,1995-1996,1995,1996,1,SD,No,Control,0,0,0,0,No,SD,No,-,573.67 DE: 91.52,,,,663,,fuente desconocida,Neotropical,Chaqueno,Provincia Fitogeografica del Espinal,22,Bosque de esclerofitas con Prosopis caldenia,Caldenal,
2406,10239,-33.677222,-65.367222,17179,Departamento General Pedernera,SAN LUIS,No,Pastura,Pastura,Cultivares,,Medicago sativa,Medicago sativa,Monofítica,16100,,,,1995-1996,1995,1996,1,SD,No,Control,0,0,0,0,No,SD,No,-,573.67 DE: 91.52,,,,663,,fuente desconocida,Neotropical,Chaqueno,Provincia Fitogeografica del Espinal,22,Bosque de esclerofitas con Prosopis caldenia,Caldenal,
2407,10239,-33.677222,-65.367222,17179,Departamento General Pedernera,SAN LUIS,No,Pastura,Pastura,Cultivares,,Medicago sativa,Medicago sativa,Monofítica,18100,,,,1996-1997,1996,1997,1,SD,No,Control,0,0,0,0,No,SD,No,-,573.67 DE: 91.52,,,,663,,fuente desconocida,Neotropical,Chaqueno,Provincia Fitogeografica del Espinal,22,Bosque de esclerofitas con Prosopis caldenia,Caldenal,
2408,10239,-33.677222,-65.367222,17179,Departamento General Pedernera,SAN LUIS,No,Pastura,Pastura,Cultivares,,Medicago sativa,Medicago sativa,Monofítica,17400,,,,1996-1997,1996,1997,1,SD,No,Control,0,0,0,0,No,SD,No,-,573.67 DE: 91.52,,,,663,,fuente desconocida,Neotropical,Chaqueno,Provincia Fitogeografica del Espinal,22,Bosque de esclerofitas con Prosopis caldenia,Caldenal,
2409,10239,-33.677222,-65.367222,17179,Departamento General Pedernera,SAN LUIS,No,Pastura,Pastura,Cultivares,,Medicago sativa,Medicago sativa,Monofítica,16800,,,,1996-1997,1996,1997,1,SD,No,Control,0,0,0,0,No,SD,No,-,573.67 DE: 91.52,,,,663,,fuente desconocida,Neotropical,Chaqueno,Provincia Fitogeografica del Espinal,22,Bosque de esclerofitas con Prosopis caldenia,Caldenal,
2410,10239,-33.677222,-65.367222,17179,Departamento General Pedernera,SAN LUIS,No,Pastura,Pastura,Cultivares,,Medicago sativa,Medicago sativa,Monofítica,17300,,,,1996-1997,1996,1997,1,SD,No,Control,0,0,0,0,No,SD,No,-,573.67 DE: 91.52,,,,663,,fuente desconocida,Neotropical,Chaqueno,Provincia Fitogeografica del Espinal,22,Bosque de esclerofitas con Prosopis caldenia,Caldenal,
2411,10239,-33.677222,-65.367222,17179,Departamento General Pedernera,SAN LUIS,No,Pastura,Pastura,Cultivares,,Medicago sativa,Medicago sativa,Monofítica,17200,,,,1996-1997,1996,1997,1,SD,No,Control,0,0,0,0,No,SD,No,-,573.67 DE: 91.52,,,,663,,fuente desconocida,Neotropical,Chaqueno,Provincia Fitogeografica del Espinal,22,Bosque de esclerofitas con Prosopis caldenia,Caldenal,
2412,10239,-33.677222,-65.367222,17179,Departamento General Pedernera,SAN LUIS,No,Pastura,Pastura,Cultivares,,Medicago sativa,Medicago sativa,Monofítica,15800,,,,1996-1997,1996,1997,1,SD,No,Control,0,0,0,0,No,SD,No,-,573.67 DE: 91.52,,,,663,,fuente desconocida,Neotropical,Chaqueno,Provincia Fitogeografica del Espinal,22,Bosque de esclerofitas con Prosopis caldenia,Caldenal,
2413,10239,-33.677222,-65.367222,17179,Departamento General Pedernera,SAN LUIS,No,Pastura,Pastura,Cultivares,,Medicago sativa,Medicago sativa,Monofítica,16600,,,,1996-1997,1996,1997,1,SD,No,Control,0,0,0,0,No,SD,No,-,573.67 DE: 91.52,,,,663,,fuente desconocida,Neotropical,Chaqueno,Provincia Fitogeografica del Espinal,22,Bosque de esclerofitas con Prosopis caldenia,Caldenal,
2414,10239,-33.677222,-65.367222,17179,Departamento General Pedernera,SAN LUIS,No,Pastura,Pastura,Cultivares,,Medicago sativa,Medicago sativa,Monofítica,15700,,,,1996-1997,1996,1997,1,SD,No,Control,0,0,0,0,No,SD,No,-,573.67 DE: 91.52,,,,663,,fuente desconocida,Neotropical,Chaqueno,Provincia Fitogeografica del Espinal,22,Bosque de esclerofitas con Prosopis caldenia,Caldenal,
2415,10239,-33.677222,-65.367222,17179,Departamento General Pedernera,SAN LUIS,No,Pastura,Pastura,Cultivares,,Medicago sativa,Medicago sativa,Monofítica,16400,,,,1996-1997,1996,1997,1,SD,No,Control,0,0,0,0,No,SD,No,-,573.67 DE: 91.52,,,,663,,fuente desconocida,Neotropical,Chaqueno,Provincia Fitogeografica del Espinal,22,Bosque de esclerofitas con Prosopis caldenia,Caldenal,
2416,10239,-33.677222,-65.367222,17179,Departamento General Pedernera,SAN LUIS,No,Pastura,Pastura,Cultivares,,Medicago sativa,Medicago sativa,Monofítica,15500,,,,1996-1997,1996,1997,1,SD,No,Control,0,0,0,0,No,SD,No,-,573.67 DE: 91.52,,,,663,,fuente desconocida,Neotropical,Chaqueno,Provincia Fitogeografica del Espinal,22,Bosque de esclerofitas con Prosopis caldenia,Caldenal,
2417,10239,-33.677222,-65.367222,17179,Departamento General Pedernera,SAN LUIS,No,Pastura,Pastura,Cultivares,,Medicago sativa,Medicago sativa,Monofítica,15500,,,,1996-1997,1996,1997,1,SD,No,Control,0,0,0,0,No,SD,No,-,573.67 DE: 91.52,,,,663,,fuente desconocida,Neotropical,Chaqueno,Provincia Fitogeografica del Espinal,22,Bosque de esclerofitas con Prosopis caldenia,Caldenal,
2418,10239,-33.677222,-65.367222,17179,Departamento General Pedernera,SAN LUIS,No,Pastura,Pastura,Cultivares,,Medicago sativa,Medicago sativa,Monofítica,14700,,,,1996-1997,1996,1997,1,SD,No,Control,0,0,0,0,No,SD,No,-,573.67 DE: 91.52,,,,663,,fuente desconocida,Neotropical,Chaqueno,Provincia Fitogeografica del Espinal,22,Bosque de esclerofitas con Prosopis caldenia,Caldenal,
2419,10239,-33.677222,-65.367222,17179,Departamento General Pedernera,SAN LUIS,No,Pastura,Pastura,Cultivares,,Medicago sativa,Medicago sativa,Monofítica,15900,,,,1996-1997,1996,1997,1,SD,No,Control,0,0,0,0,No,SD,No,-,573.67 DE: 91.52,,,,663,,fuente desconocida,Neotropical,Chaqueno,Provincia Fitogeografica del Espinal,22,Bosque de esclerofitas con Prosopis caldenia,Caldenal,
2420,10239,-33.677222,-65.367222,17179,Departamento General Pedernera,SAN LUIS,No,Pastura,Pastura,Cultivares,,Medicago sativa,Medicago sativa,Monofítica,14800,,,,1996-1997,1996,1997,1,SD,No,Control,0,0,0,0,No,SD,No,-,573.67 DE: 91.52,,,,663,,fuente desconocida,Neotropical,Chaqueno,Provincia Fitogeografica del Espinal,22,Bosque de esclerofitas con Prosopis caldenia,Caldenal,
2421,10239,-33.677222,-65.367222,17179,Departamento General Pedernera,SAN LUIS,No,Pastura,Pastura,Cultivares,,Medicago sativa,Medicago sativa,Monofítica,14800,,,,1996-1997,1996,1997,1,SD,No,Control,0,0,0,0,No,SD,No,-,573.67 DE: 91.52,,,,663,,fuente desconocida,Neotropical,Chaqueno,Provincia Fitogeografica del Espinal,22,Bosque de esclerofitas con Prosopis caldenia,Caldenal,
2422,10239,-33.677222,-65.367222,17179,Departamento General Pedernera,SAN LUIS,No,Pastura,Pastura,Cultivares,,Medicago sativa,Medicago sativa,Monofítica,15700,,,,1996-1997,1996,1997,1,SD,No,Control,0,0,0,0,No,SD,No,-,573.67 DE: 91.52,,,,663,,fuente desconocida,Neotropical,Chaqueno,Provincia Fitogeografica del Espinal,22,Bosque de esclerofitas con Prosopis caldenia,Caldenal,
2423,10239,-33.677222,-65.367222,17179,Departamento General Pedernera,SAN LUIS,No,Pastura,Pastura,Cultivares,,Medicago sativa,Medicago sativa,Monofítica,14100,,,,1996-1997,1996,1997,1,SD,No,Control,0,0,0,0,No,SD,No,-,573.67 DE: 91.52,,,,663,,fuente desconocida,Neotropical,Chaqueno,Provincia Fitogeografica del Espinal,22,Bosque de esclerofitas con Prosopis caldenia,Caldenal,
2424,10239,-33.677222,-65.367222,17179,Departamento General Pedernera,SAN LUIS,No,Pastura,Pastura,Cultivares,,Medicago sativa,Medicago sativa,Monofítica,13700,,,,1996-1997,1996,1997,1,SD,No,Control,0,0,0,0,No,SD,No,-,573.67 DE: 91.52,,,,663,,fuente desconocida,Neotropical,Chaqueno,Provincia Fitogeografica del Espinal,22,Bosque de esclerofitas con Prosopis caldenia,Caldenal,
2425,10239,-33.677222,-65.367222,17179,Departamento General Pedernera,SAN LUIS,No,Pastura,Pastura,Cultivares,,Medicago sativa,Medicago sativa,Monofítica,10700,,,,1997-1998,1997,1998,1,SD,No,Control,0,0,0,0,No,SD,No,-,573.67 DE: 91.52,,,,663,,fuente desconocida,Neotropical,Chaqueno,Provincia Fitogeografica del Espinal,22,Bosque de esclerofitas con Prosopis caldenia,Caldenal,
2426,10239,-33.677222,-65.367222,17179,Departamento General Pedernera,SAN LUIS,No,Pastura,Pastura,Cultivares,,Medicago sativa,Medicago sativa,Monofítica,9200,,,,1997-1998,1997,1998,1,SD,No,Control,0,0,0,0,No,SD,No,-,573.67 DE: 91.52,,,,663,,fuente desconocida,Neotropical,Chaqueno,Provincia Fitogeografica del Espinal,22,Bosque de esclerofitas con Prosopis caldenia,Caldenal,
2427,10239,-33.677222,-65.367222,17179,Departamento General Pedernera,SAN LUIS,No,Pastura,Pastura,Cultivares,,Medicago sativa,Medicago sativa,Monofítica,9800,,,,1997-1998,1997,1998,1,SD,No,Control,0,0,0,0,No,SD,No,-,573.67 DE: 91.52,,,,663,,fuente desconocida,Neotropical,Chaqueno,Provincia Fitogeografica del Espinal,22,Bosque de esclerofitas con Prosopis caldenia,Caldenal,
2428,10239,-33.677222,-65.367222,17179,Departamento General Pedernera,SAN LUIS,No,Pastura,Pastura,Cultivares,,Medicago sativa,Medicago sativa,Monofítica,10400,,,,1997-1998,1997,1998,1,SD,No,Control,0,0,0,0,No,SD,No,-,573.67 DE: 91.52,,,,663,,fuente desconocida,Neotropical,Chaqueno,Provincia Fitogeografica del Espinal,22,Bosque de esclerofitas con Prosopis caldenia,Caldenal,
2429,10239,-33.677222,-65.367222,17179,Departamento General Pedernera,SAN LUIS,No,Pastura,Pastura,Cultivares,,Medicago sativa,Medicago sativa,Monofítica,8800,,,,1997-1998,1997,1998,1,SD,No,Control,0,0,0,0,No,SD,No,-,573.67 DE: 91.52,,,,663,,fuente desconocida,Neotropical,Chaqueno,Provincia Fitogeografica del Espinal,22,Bosque de esclerofitas con Prosopis caldenia,Caldenal,
2430,10239,-33.677222,-65.367222,17179,Departamento General Pedernera,SAN LUIS,No,Pastura,Pastura,Cultivares,,Medicago sativa,Medicago sativa,Monofítica,8700,,,,1997-1998,1997,1998,1,SD,No,Control,0,0,0,0,No,SD,No,-,573.67 DE: 91.52,,,,663,,fuente desconocida,Neotropical,Chaqueno,Provincia Fitogeografica del Espinal,22,Bosque de esclerofitas con Prosopis caldenia,Caldenal,
2431,10239,-33.677222,-65.367222,17179,Departamento General Pedernera,SAN LUIS,No,Pastura,Pastura,Cultivares,,Medicago sativa,Medicago sativa,Monofítica,9200,,,,1997-1998,1997,1998,1,SD,No,Control,0,0,0,0,No,SD,No,-,573.67 DE: 91.52,,,,663,,fuente desconocida,Neotropical,Chaqueno,Provincia Fitogeografica del Espinal,22,Bosque de esclerofitas con Prosopis caldenia,Caldenal,
2432,10239,-33.677222,-65.367222,17179,Departamento General Pedernera,SAN LUIS,No,Pastura,Pastura,Cultivares,,Medicago sativa,Medicago sativa,Monofítica,9500,,,,1997-1998,1997,1998,1,SD,No,Control,0,0,0,0,No,SD,No,-,573.67 DE: 91.52,,,,663,,fuente desconocida,Neotropical,Chaqueno,Provincia Fitogeografica del Espinal,22,Bosque de esclerofitas con Prosopis caldenia,Caldenal,
2433,10239,-33.677222,-65.367222,17179,Departamento General Pedernera,SAN LUIS,No,Pastura,Pastura,Cultivares,,Medicago sativa,Medicago sativa,Monofítica,9500,,,,1997-1998,1997,1998,1,SD,No,Control,0,0,0,0,No,SD,No,-,573.67 DE: 91.52,,,,663,,fuente desconocida,Neotropical,Chaqueno,Provincia Fitogeografica del Espinal,22,Bosque de esclerofitas con Prosopis caldenia,Caldenal,
2434,10239,-33.677222,-65.367222,17179,Departamento General Pedernera,SAN LUIS,No,Pastura,Pastura,Cultivares,,Medicago sativa,Medicago sativa,Monofítica,8700,,,,1997-1998,1997,1998,1,SD,No,Control,0,0,0,0,No,SD,No,-,573.67 DE: 91.52,,,,663,,fuente desconocida,Neotropical,Chaqueno,Provincia Fitogeografica del Espinal,22,Bosque de esclerofitas con Prosopis caldenia,Caldenal,
2435,10239,-33.677222,-65.367222,17179,Departamento General Pedernera,SAN LUIS,No,Pastura,Pastura,Cultivares,,Medicago sativa,Medicago sativa,Monofítica,9600,,,,1997-1998,1997,1998,1,SD,No,Control,0,0,0,0,No,SD,No,-,573.67 DE: 91.52,,,,663,,fuente desconocida,Neotropical,Chaqueno,Provincia Fitogeografica del Espinal,22,Bosque de esclerofitas con Prosopis caldenia,Caldenal,
2436,10239,-33.677222,-65.367222,17179,Departamento General Pedernera,SAN LUIS,No,Pastura,Pastura,Cultivares,,Medicago sativa,Medicago sativa,Monofítica,8600,,,,1997-1998,1997,1998,1,SD,No,Control,0,0,0,0,No,SD,No,-,573.67 DE: 91.52,,,,663,,fuente desconocida,Neotropical,Chaqueno,Provincia Fitogeografica del Espinal,22,Bosque de esclerofitas con Prosopis caldenia,Caldenal,
2437,10239,-33.677222,-65.367222,17179,Departamento General Pedernera,SAN LUIS,No,Pastura,Pastura,Cultivares,,Medicago sativa,Medicago sativa,Monofítica,8900,,,,1997-1998,1997,1998,1,SD,No,Control,0,0,0,0,No,SD,No,-,573.67 DE: 91.52,,,,663,,fuente desconocida,Neotropical,Chaqueno,Provincia Fitogeografica del Espinal,22,Bosque de esclerofitas con Prosopis caldenia,Caldenal,
2438,10239,-33.677222,-65.367222,17179,Departamento General Pedernera,SAN LUIS,No,Pastura,Pastura,Cultivares,,Medicago sativa,Medicago sativa,Monofítica,8100,,,,1997-1998,1997,1998,1,SD,No,Control,0,0,0,0,No,SD,No,-,573.67 DE: 91.52,,,,663,,fuente desconocida,Neotropical,Chaqueno,Provincia Fitogeografica del Espinal,22,Bosque de esclerofitas con Prosopis caldenia,Caldenal,
2439,10239,-33.677222,-65.367222,17179,Departamento General Pedernera,SAN LUIS,No,Pastura,Pastura,Cultivares,,Medicago sativa,Medicago sativa,Monofítica,8700,,,,1997-1998,1997,1998,1,SD,No,Control,0,0,0,0,No,SD,No,-,573.67 DE: 91.52,,,,663,,fuente desconocida,Neotropical,Chaqueno,Provincia Fitogeografica del Espinal,22,Bosque de esclerofitas con Prosopis caldenia,Caldenal,
2440,10239,-33.677222,-65.367222,17179,Departamento General Pedernera,SAN LUIS,No,Pastura,Pastura,Cultivares,,Medicago sativa,Medicago sativa,Monofítica,8300,,,,1997-1998,1997,1998,1,SD,No,Control,0,0,0,0,No,SD,No,-,573.67 DE: 91.52,,,,663,,fuente desconocida,Neotropical,Chaqueno,Provincia Fitogeografica del Espinal,22,Bosque de esclerofitas con Prosopis caldenia,Caldenal,
2441,10239,-33.677222,-65.367222,17179,Departamento General Pedernera,SAN LUIS,No,Pastura,Pastura,Cultivares,,Medicago sativa,Medicago sativa,Monofítica,8900,,,,1997-1998,1997,1998,1,SD,No,Control,0,0,0,0,No,SD,No,-,573.67 DE: 91.52,,,,663,,fuente desconocida,Neotropical,Chaqueno,Provincia Fitogeografica del Espinal,22,Bosque de esclerofitas con Prosopis caldenia,Caldenal,
2442,10239,-33.677222,-65.367222,17179,Departamento General Pedernera,SAN LUIS,No,Pastura,Pastura,Cultivares,,Medicago sativa,Medicago sativa,Monofítica,7900,,,,1997-1998,1997,1998,1,SD,No,Control,0,0,0,0,No,SD,No,-,573.67 DE: 91.52,,,,663,,fuente desconocida,Neotropical,Chaqueno,Provincia Fitogeografica del Espinal,22,Bosque de esclerofitas con Prosopis caldenia,Caldenal,
2549,10246,-39.383333,-62.616667,21674,Partido de Villarino,BUENOS AIRES,No,Pastura,Pastura,-,,Medicago sativa,Medicago sativa,Monofítica,24164,,,,1983-1984,1983,1984,1,SD,No,Control,0,0,0,0,no,SD,Sí,SD,,,492,,522,Haplustol entico,fuente desconocida,Neotropical,Chaqueno,Provincia Fitogeografica del Monte,26,Matorral de Zigofilaceas con Prosopis y Geoffroea,Monte Oriental o de Transicion,Riego
2550,10246,-39.383333,-62.616667,21674,Partido de Villarino,BUENOS AIRES,No,Pastura,Pastura,-,,Medicago sativa,Medicago sativa,Monofítica,23632,,,,1983-1984,1983,1984,1,SD,No,Control,0,0,0,0,no,SD,Sí,SD,,,492,,522,Haplustol entico,fuente desconocida,Neotropical,Chaqueno,Provincia Fitogeografica del Monte,26,Matorral de Zigofilaceas con Prosopis y Geoffroea,Monte Oriental o de Transicion,Riego
2551,10246,-39.383333,-62.616667,21674,Partido de Villarino,BUENOS AIRES,No,Pastura,Pastura,-,,Medicago sativa,Medicago sativa,Monofítica,23258,,,,1983-1984,1983,1984,1,SD,No,Control,0,0,0,0,no,SD,Sí,SD,,,492,,522,Haplustol entico,fuente desconocida,Neotropical,Chaqueno,Provincia Fitogeografica del Monte,26,Matorral de Zigofilaceas con Prosopis y Geoffroea,Monte Oriental o de Transicion,Riego
2552,10246,-39.383333,-62.616667,21674,Partido de Villarino,BUENOS AIRES,No,Pastura,Pastura,-,,Medicago sativa,Medicago sativa,Monofítica,22588,,,,1983-1984,1983,1984,1,SD,No,Control,0,0,0,0,no,SD,Sí,SD,,,492,,522,Haplustol entico,fuente desconocida,Neotropical,Chaqueno,Provincia Fitogeografica del Monte,26,Matorral de Zigofilaceas con Prosopis y Geoffroea,Monte Oriental o de Transicion,Riego
2553,10246,-39.383333,-62.616667,21674,Partido de Villarino,BUENOS AIRES,No,Pastura,Pastura,-,,Medicago sativa,Medicago sativa,Monofítica,21979,,,,1983-1984,1983,1984,1,SD,No,Control,0,0,0,0,no,SD,Sí,SD,,,492,,522,Haplustol entico,fuente desconocida,Neotropical,Chaqueno,Provincia Fitogeografica del Monte,26,Matorral de Zigofilaceas con Prosopis y Geoffroea,Monte Oriental o de Transicion,Riego
2554,10246,-39.383333,-62.616667,21674,Partido de Villarino,BUENOS AIRES,No,Pastura,Pastura,-,,Medicago sativa,Medicago sativa,Monofítica,21965,,,,1983-1984,1983,1984,1,SD,No,Control,0,0,0,0,no,SD,Sí,SD,,,492,,522,Haplustol entico,fuente desconocida,Neotropical,Chaqueno,Provincia Fitogeografica del Monte,26,Matorral de Zigofilaceas con Prosopis y Geoffroea,Monte Oriental o de Transicion,Riego
2555,10246,-39.383333,-62.616667,21674,Partido de Villarino,BUENOS AIRES,No,Pastura,Pastura,-,,Medicago sativa,Medicago sativa,Monofítica,21664,,,,1983-1984,1983,1984,1,SD,No,Control,0,0,0,0,no,SD,Sí,SD,,,492,,522,Haplustol entico,fuente desconocida,Neotropical,Chaqueno,Provincia Fitogeografica del Monte,26,Matorral de Zigofilaceas con Prosopis y Geoffroea,Monte Oriental o de Transicion,Riego
2556,10246,-39.383333,-62.616667,21674,Partido de Villarino,BUENOS AIRES,No,Pastura,Pastura,-,,Medicago sativa,Medicago sativa,Monofítica,21566,,,,1983-1984,1983,1984,1,SD,No,Control,0,0,0,0,no,SD,Sí,SD,,,492,,522,Haplustol entico,fuente desconocida,Neotropical,Chaqueno,Provincia Fitogeografica del Monte,26,Matorral de Zigofilaceas con Prosopis y Geoffroea,Monte Oriental o de Transicion,Riego
2557,10246,-39.383333,-62.616667,21674,Partido de Villarino,BUENOS AIRES,No,Pastura,Pastura,-,,Medicago sativa,Medicago sativa,Monofítica,21466,,,,1983-1984,1983,1984,1,SD,No,Control,0,0,0,0,no,SD,Sí,SD,,,492,,522,Haplustol entico,fuente desconocida,Neotropical,Chaqueno,Provincia Fitogeografica del Monte,26,Matorral de Zigofilaceas con Prosopis y Geoffroea,Monte Oriental o de Transicion,Riego
2558,10246,-39.383333,-62.616667,21674,Partido de Villarino,BUENOS AIRES,No,Pastura,Pastura,-,,Medicago sativa,Medicago sativa,Monofítica,20767,,,,1983-1984,1983,1984,1,SD,No,Control,0,0,0,0,no,SD,Sí,SD,,,492,,522,Haplustol entico,fuente desconocida,Neotropical,Chaqueno,Provincia Fitogeografica del Monte,26,Matorral de Zigofilaceas con Prosopis y Geoffroea,Monte Oriental o de Transicion,Riego
